question,bloom_level,source, language
Apply how semaphores and shared memory methods can be deployed to execute a particular task.,Apply,figshare_exam_questions,en
Apply laws of statistics to evaluate the reliability of a written test.,Apply,figshare_exam_questions,en
Apply shading to produce depth in drawing.,Apply,figshare_exam_questions,en
Apply the Karush-Kuhn-Tucker conditions for this problem to derive an optimal solution.,Apply,figshare_exam_questions,en
Apply the energy band diagram to explain why an intrinsic semiconductor is conductive and that its conductivity increases with temperature.,Apply,figshare_exam_questions,en
Apply the rule of law to a new situation,Apply,figshare_exam_questions,en
Apply the run length encoding on the token stream.,Apply,figshare_exam_questions,en
Apply the storytelling technique here to a little story of your own.,Apply,figshare_exam_questions,en
Apply the zero length suppression on the token stream.,Apply,figshare_exam_questions,en
Apply your understanding the Olympic spirit to develop a new motto or slogan.,Apply,figshare_exam_questions,en
Assuming that this monopolist is regulated to produce at that quantity where price equals average total cost. Calculate and find out what is the quantity the monopolist will produce and the price it will charge given this regulatory scenario.,Apply,figshare_exam_questions,en
"Assuming the elitism selection method where the best chromosomes are selected for pairing, apply the crossover and mutation for the selected pair of chromosomes using the encoding scheme proposed in (b)(i).",Apply,figshare_exam_questions,en
Briefly discuss how TQM could be applied in the management of the newspapers' editorials.,Apply,figshare_exam_questions,en
Briefly discuss how TQM could be applied m the management of the newspapers' editorials.,Apply,figshare_exam_questions,en
Briefly explain how Ant Colony Optimization (ACO) algorithm can be used to solve Travelling Salesperson Problem (TSP).,Apply,figshare_exam_questions,en
Calculate Jensen's measure (Jensen's alpha). Use it to assess the performance of the AOV's Portfolio during the year just ended.,Apply,figshare_exam_questions,en
"Calculate Sharpe's measure for the AOV Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended.",Apply,figshare_exam_questions,en
"Calculate Treynor's measure for AOV's Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended.",Apply,figshare_exam_questions,en
Calculate for x in the following equation: 12x=36,Apply,figshare_exam_questions,en
Calculate the average holding and setup cost per year.,Apply,figshare_exam_questions,en
Calculate the balance of trade when the economy is at equilibrium and interpret the answer.,Apply,figshare_exam_questions,en
Calculate the balance of trade when the economy is at equilibrium and interpret your answer.,Apply,figshare_exam_questions,en
Calculate the balance of trade when the economy is at equilibrium.,Apply,figshare_exam_questions,en
Calculate the carrier densities of the doped semiconductor at 400 K.,Apply,figshare_exam_questions,en
Calculate the compression ratio for the compressed file.,Apply,figshare_exam_questions,en
Calculate the deflection of a beam under uniform loading.,Apply,figshare_exam_questions,en
Calculate the equilibrium level of income for Cambodia.,Apply,figshare_exam_questions,en
Calculate the equilibrium level of income for this economy.,Apply,figshare_exam_questions,en
Calculate the equilibrium level of output for four sectors economy with taxes.,Apply,figshare_exam_questions,en
Calculate the fitness function for all chromosomes in the population.,Apply,figshare_exam_questions,en
Calculate the inventory turnover.,Apply,figshare_exam_questions,en
Calculate the length of the projection of vector x on vector y.,Apply,figshare_exam_questions,en
Calculate the level of output Japan needs to achieve in order to maintain a balanced trade account.,Apply,figshare_exam_questions,en
Calculate the level of output needed to be achieved by Cambodia in order to maintain a balanced trade account.,Apply,figshare_exam_questions,en
Calculate the market demand and market supply in table form.,Apply,figshare_exam_questions,en
Calculate the number of bytes required to store a minute of stereo sound at DVD quality with the resolution of 32 bits. Show your working and calculation.,Apply,figshare_exam_questions,en
Calculate the number of sacrificial anodes that would be required to form a calcareous deposit on a steel pile immersed in seawater.,Apply,figshare_exam_questions,en
Calculate the optimal size of the production run.,Apply,figshare_exam_questions,en
Calculate the percent invested in inventory.,Apply,figshare_exam_questions,en
Calculate the rate of habitat fragmentation within the Colorado Front Range in the last decade.,Apply,figshare_exam_questions,en
"Calculate the surface tension of a wetting liquid, C (1.23 gml-l ) which rises 1.50 m in a vertical capillary tube with the internal radius of 0.15 mm.",Apply,figshare_exam_questions,en
"Calculate the total cost per year, including the cost of the lights.",Apply,figshare_exam_questions,en
Calculate the variance of demand for the winery.,Apply,figshare_exam_questions,en
Calculate the variance of orders for the glass bottles.,Apply,figshare_exam_questions,en
Can you apply the method used to some experience of your own . . .?,Apply,figshare_exam_questions,en
Can you group by characteristics such as . . .?,Apply,figshare_exam_questions,en
Can you solve the following problem,Apply,figshare_exam_questions,en
Categorise the pictures and add them to the wall display.,Apply,figshare_exam_questions,en
Choose a country that does not compete at the Olympics and explain why that country is not an Olympic member.,Apply,figshare_exam_questions,en
